ensimmaisetnovellit/ensimmaisetnovellit_0000.wav|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|7.43
ensimmaisetnovellit/ensimmaisetnovellit_0096.wav|Mennessään hän kielsi meitä minnekään lähtemästä ja uhkasi kurittavansa, jos kuka meistä sormellaankaan lamppua koettelisi.|Mennessään hän kielsi meitä minnekään lähtemästä ja uhkasi kurittavansa, jos kuka meistä sormellaankaan lamppua koettelisi.|8.54
ensimmaisetnovellit/ensimmaisetnovellit_0097.wav|Mutta ennen me olisimme papin kaulusta uskaltaneet mennä koettelemaan kuin lamppua.|Mutta ennen me olisimme papin kaulusta uskaltaneet mennä koettelemaan kuin lamppua.|5.18
ensimmaisetnovellit/ensimmaisetnovellit_0098.wav|Se meitä vain pelotti, että jos se nuora, josta se orressa riippui,|Se meitä vain pelotti, että jos se nuora, josta se orressa riippui,|4.83
ensimmaisetnovellit/ensimmaisetnovellit_0099.wav|itsestänsä yht'äkkiä katkeaa ja sitä sitten sanotaan meidän syyksemme.|itsestänsä yht'äkkiä katkeaa ja sitä sitten sanotaan meidän syyksemme.|5.92
ensimmaisetnovellit/ensimmaisetnovellit_0100.wav|Ikävältä meistä kuitenkin rupesi aika pirtissä tuntumaan, ja kun ei muuta tiedetty, päätettiin lähteä miehissä mäkeen.|Ikävältä meistä kuitenkin rupesi aika pirtissä tuntumaan, ja kun ei muuta tiedetty, päätettiin lähteä miehissä mäkeen.|8.49
ensimmaisetnovellit/ensimmaisetnovellit_0101.wav|Koko kylällä oli yhteinen vesitie joelle, ja samassa paikassa oli hyvä mäki,|Koko kylällä oli yhteinen vesitie joelle, ja samassa paikassa oli hyvä mäki,|5.29
ensimmaisetnovellit/ensimmaisetnovellit_0102.wav|josta keikka juoksi aina avannon toiselle puolelle pitkän matkan. --Tuolla tulevat Lamppulan lapset!|josta keikka juoksi aina avannon toiselle puolelle pitkän matkan. --Tuolla tulevat Lamppulan lapset!|7.23
ensimmaisetnovellit/ensimmaisetnovellit_0103.wav|huusivat kylän lapset, kun näkivät meidän tulevan. Me kyllä ymmärsimme, mitä he sillä tarkoittivat, mutta kuitenkin kysyimme me: »|huusivat kylän lapset, kun näkivät meidän tulevan. Me kyllä ymmärsimme, mitä he sillä tarkoittivat, mutta kuitenkin kysyimme me:|8.63
ensimmaisetnovellit/ensimmaisetnovellit_0104.wav|Mitkä Lamppulan lapset--eihän meidän talon nimi ole Lamppula.» --Jos kohta--mutta eikös teille ole ostettu semmoista lamppua? --|Mitkä Lamppulan lapset--eihän meidän talon nimi ole Lamppula. --Jos kohta--mutta eikös teille ole ostettu semmoista lamppua? --|9.32
ensimmaisetnovellit/ensimmaisetnovellit_0105.wav|No, mutta mistä tekin sen jo tiedätte? --|No, mutta mistä tekin sen jo tiedätte? --|4.42
ensimmaisetnovellit/ensimmaisetnovellit_0106.wav|Sinun äitisi oli meidän pihan läpi kulkiessaan sanonut äidille,|Sinun äitisi oli meidän pihan läpi kulkiessaan sanonut äidille,|7.13
ensimmaisetnovellit/ensimmaisetnovellit_0107.wav|että teidän isänne on kauppamieheltä ostanut semmoisen lampun, että, kun se palaa, näkee vaikka nuppineulan lattialta, sanoi lautamiehen tyttö. --|että teidän isänne on kauppamieheltä ostanut semmoisen lampun, että, kun se palaa, näkee vaikka nuppineulan lattialta, sanoi lautamiehen tyttö. --|7.68
ensimmaisetnovellit/ensimmaisetnovellit_0108.wav|Se kuuluu olevan ihan samanlainen kuin se, joka on pappilankin salissa--niin kertoi teidän isänne meillä vast'ikään, ja minä itse kuulin sen,|Se kuuluu olevan ihan samanlainen kuin se, joka on pappilankin salissa--niin kertoi teidän isänne meillä vast'ikään, ja minä itse kuulin sen,|9.37
ensimmaisetnovellit/ensimmaisetnovellit_0109.wav|sanoi kievarin poika. --No, onhan teillä sitten semmoinen lamppu? kysyivät kaikki kylän lapset. --|sanoi kievarin poika. --No, onhan teillä sitten semmoinen lamppu? kysyivät kaikki kylän lapset. --|8.73
ensimmaisetnovellit/ensimmaisetnovellit_0110.wav|On, mutta ei sitä nyt saata mennä katsomaan, kun se ei päivällä pala; mutta kun ilta tulee, niin sitten mennään kaikki.|On, mutta ei sitä nyt saata mennä katsomaan, kun se ei päivällä pala; mutta kun ilta tulee, niin sitten mennään kaikki.|7.95
ensimmaisetnovellit/ensimmaisetnovellit_0111.wav|Me laskea jyrräsimme mäkeä hämäriin asti, ja aina kun noustiin mäen päälle, niin puhuttiin kylän lapsille lampusta.|Me laskea jyrräsimme mäkeä hämäriin asti, ja aina kun noustiin mäen päälle, niin puhuttiin kylän lapsille lampusta.|9.08
ensimmaisetnovellit/ensimmaisetnovellit_0112.wav|Sillä lailla kului aika nopeammin, kuin luultiinkaan, ja kun oli vielä viimeisen kerran laskettu, niin lähdettiin miehissä kotia kohti juoksemaan.|Sillä lailla kului aika nopeammin, kuin luultiinkaan, ja kun oli vielä viimeisen kerran laskettu, niin lähdettiin miehissä kotia kohti juoksemaan.|11.37
ensimmaisetnovellit/ensimmaisetnovellit_0113.wav|IV. Pekka seisoi vielä havutukkinsa ääressä eikä edes päätäänkään kääntänyt,|IV. Pekka seisoi vielä havutukkinsa ääressä eikä edes päätäänkään kääntänyt,|7.3
ensimmaisetnovellit/ensimmaisetnovellit_0114.wav|vaikka me huusimme hänelle kaikki yhteen ääneen, että tulisi katsomaan, kun lamppu pannaan palamaan.|vaikka me huusimme hänelle kaikki yhteen ääneen, että tulisi katsomaan, kun lamppu pannaan palamaan.|7.19
ensimmaisetnovellit/ensimmaisetnovellit_0115.wav|Yhdessä avauksessa syöksähdimme tupaan koko lapsilauma. Mutta siinäpä meille jo tulikin seisaus.|Yhdessä avauksessa syöksähdimme tupaan koko lapsilauma. Mutta siinäpä meille jo tulikin seisaus.|7.85
ensimmaisetnovellit/ensimmaisetnovellit_0116.wav|Lamppu olikin jo pantu palamaan ja loisti katosta meitä vastaan niin kirkkaasti,|Lamppu olikin jo pantu palamaan ja loisti katosta meitä vastaan niin kirkkaasti,|5.34
ensimmaisetnovellit/ensimmaisetnovellit_0117.wav|ettemme osanneet muuta kuin silmät sirrallaan siihen tirkistellä. --Ovi kiinni, ostolämmin! huusi ääni pöydän päästä. --|ettemme osanneet muuta kuin silmät sirrallaan siihen tirkistellä. --Ovi kiinni, ostolämmin! huusi ääni pöydän päästä. --|9.38
ensimmaisetnovellit/ensimmaisetnovellit_0118.wav|Lentävät kuin kanat tuleen, kuului äiti toruvan karsinasta päin. --|Lentävät kuin kanat tuleen, kuului äiti toruvan karsinasta päin. --|5.71
ensimmaisetnovellit/ensimmaisetnovellit_0119.wav|Ei tuo kumma ole, jos sitä lapset säikähtävät, koskapa minä, vanha ihminenkään, en osaa muuta kuin päivitellä,|Ei tuo kumma ole, jos sitä lapset säikähtävät, koskapa minä, vanha ihminenkään, en osaa muuta kuin päivitellä,|7.37
ensimmaisetnovellit/ensimmaisetnovellit_0120.wav|kuului kievarin vanha emäntä sanovan. --Mutta joka paikkaan se meidänkin tyttö ennättää, sanoi lautamiehen miniä.|kuului kievarin vanha emäntä sanovan. --Mutta joka paikkaan se meidänkin tyttö ennättää, sanoi lautamiehen miniä.|9.56
ensimmaisetnovellit/ensimmaisetnovellit_0121.wav|Kun silmät alkoivat vähän selvitä, huomasimme me vasta, että tupa oli naapurin väkeä puolillaan. --|Kun silmät alkoivat vähän selvitä, huomasimme me vasta, että tupa oli naapurin väkeä puolillaan. --|7.27
ensimmaisetnovellit/ensimmaisetnovellit_0122.wav|No, tulkaa nyt lapset vähän likemmäksi, että oikein näette, puhui isä paljoa lempeämmällä äänellä kuin äsken. --|No, tulkaa nyt lapset vähän likemmäksi, että oikein näette, puhui isä paljoa lempeämmällä äänellä kuin äsken. --|8.92
ensimmaisetnovellit/ensimmaisetnovellit_0123.wav|Kopistelkaa lumi jaloistanne ja tulkaa tänne karsinaan, täältä se oikein korealta näyttää, sanoi taas vuorostaan äiti.|Kopistelkaa lumi jaloistanne ja tulkaa tänne karsinaan, täältä se oikein korealta näyttää, sanoi taas vuorostaan äiti.|9.42
ensimmaisetnovellit/ensimmaisetnovellit_0124.wav|Kuurtaen kaartaen me kiersimme äidin luo ja istuimme kaikki rinnakkain hänen viereensä penkille.|Kuurtaen kaartaen me kiersimme äidin luo ja istuimme kaikki rinnakkain hänen viereensä penkille.|7.34
ensimmaisetnovellit/ensimmaisetnovellit_0125.wav|Nyt me vasta hänen turvistaan uskalsimme oikein ruveta lamppua tarkastelemaan.|Nyt me vasta hänen turvistaan uskalsimme oikein ruveta lamppua tarkastelemaan.|5.27
ensimmaisetnovellit/ensimmaisetnovellit_0126.wav|Emme juuri olleet ajatelleet, että se ihan tuolla tavalla palaisi, kuin se nyt paloi, mutta kun taas mietimme sinne ja tänne,|Emme juuri olleet ajatelleet, että se ihan tuolla tavalla palaisi, kuin se nyt paloi, mutta kun taas mietimme sinne ja tänne,|7.43
ensimmaisetnovellit/ensimmaisetnovellit_0127.wav|niin kyllä se tuossa nyt paloi, niinkuin pitikin. Ja kun vielä vähän aikaa katselimxne, niin tuntui meistä, kuin olisimme jo aikoja sitten ajatelleet,|niin kyllä se tuossa nyt paloi, niinkuin pitikin. Ja kun vielä vähän aikaa katselimxne, niin tuntui meistä, kuin olisimme jo aikoja sitten ajatelleet,|9.91
ensimmaisetnovellit/ensimmaisetnovellit_0128.wav|että sen pitäisi palaa, niinkuin se nyt paloikin.|että sen pitäisi palaa, niinkuin se nyt paloikin.|4.88
ensimmaisetnovellit/ensimmaisetnovellit_0129.wav|Mutta sitä emme kuitenkaan osanneet ymmärtää, mitenkä tuli oli saatu tuonne lasin sisään. Kysyimme sitä äidiltä, mutta äiti sanoi: »|Mutta sitä emme kuitenkaan osanneet ymmärtää, mitenkä tuli oli saatu tuonne lasin sisään. Kysyimme sitä äidiltä, mutta äiti sanoi:|8.75
ensimmaisetnovellit/ensimmaisetnovellit_0130.wav|Tottapahan sitten saatte nähdä». Kilvan kyläläiset lamppua kiittelivät, ja mikä mitäkin sanoi.|Tottapahan sitten saatte nähdä . Kilvan kyläläiset lamppua kiittelivät, ja mikä mitäkin sanoi.|8.41
ensimmaisetnovellit/ensimmaisetnovellit_0131.wav|Kievarin vanha emäntä sanoi, että »sehän paistaa ihan yhtä tasaisesti kuin taivaan tähti».|Kievarin vanha emäntä sanoi, että sehän paistaa ihan yhtä tasaisesti kuin taivaan tähti .|6.31
ensimmaisetnovellit/ensimmaisetnovellit_0132.wav|Kipeäsilmäisestä lautamiehestä oli se siitäkin syystä mainio, »ettei siitä ollenkaan savua lähtenyt, jotta sitä saattaisi vaikka kamarissakin polttaa,|Kipeäsilmäisestä lautamiehestä oli se siitäkin syystä mainio, ettei siitä ollenkaan savua lähtenyt, jotta sitä saattaisi vaikka kamarissakin polttaa,|9.66
ensimmaisetnovellit/ensimmaisetnovellit_0133.wav|eivätkä seinät mustuisi ollenkaan». Siihen sanoi isä, että »kamaria vartenhan se alusta pitäen on tehtykin,|eivätkä seinät mustuisi ollenkaan . Siihen sanoi isä, että kamaria vartenhan se alusta pitäen on tehtykin,|8.65
ensimmaisetnovellit/ensimmaisetnovellit_0134.wav|mutta hyvä se on näin pirtissäkin, kun ei tarvitse monen päreen kanssa tuhrata,|mutta hyvä se on näin pirtissäkin, kun ei tarvitse monen päreen kanssa tuhrata,|5.28
ensimmaisetnovellit/ensimmaisetnovellit_0135.wav|ja tällä yhdellä tulella näkee koko joukko, vaikka kuinka monta olisi».--Kun äiti virkkoi, »|ja tällä yhdellä tulella näkee koko joukko, vaikka kuinka monta olisi .--Kun äiti virkkoi,|7.63
ensimmaisetnovellit/ensimmaisetnovellit_0136.wav|ettei kirkon pienempi ruunukaan sen kirkkaammin valaise», niin isä käski minun ottaa aapisen ja mennä ovensuuhun koettamaan,|ettei kirkon pienempi ruunukaan sen kirkkaammin valaise , niin isä käski minun ottaa aapisen ja mennä ovensuuhun koettamaan,|8.43
ensimmaisetnovellit/ensimmaisetnovellit_0137.wav|tokko tuolla lukea näkisi. Minä menin ja aloin lukea »Isämeitää». Mutta silloin kaikki sanoivat, että »|tokko tuolla lukea näkisi. Minä menin ja aloin lukea Isämeitää . Mutta silloin kaikki sanoivat, että|8.44
ensimmaisetnovellit/ensimmaisetnovellit_0138.wav|se poika osaa sen ulkomuistista». Silloin äiti sieppasi minulle virsikirjan hyllyltä, ja|se poika osaa sen ulkomuistista . Silloin äiti sieppasi minulle virsikirjan hyllyltä, ja|5.99
ensimmaisetnovellit/ensimmaisetnovellit_0139.wav|minä rupesin lukemaan »Jerusalemin hävitystä». --No, ei häntä kummempaa ole vielä ennen nähty!|minä rupesin lukemaan Jerusalemin hävitystä . --No, ei häntä kummempaa ole vielä ennen nähty!|8.12
ensimmaisetnovellit/ensimmaisetnovellit_0140.wav|ihmettelivät kyläläiset. Sitten isä vielä sanoi, että »|ihmettelivät kyläläiset. Sitten isä vielä sanoi, että|4.82
ensimmaisetnovellit/ensimmaisetnovellit_0141.wav|jos kellä olisi nuppineula, niin saisi viskata sen lattialle, ja se kyllä paikalla löytyisi».|jos kellä olisi nuppineula, niin saisi viskata sen lattialle, ja se kyllä paikalla löytyisi .|7.11
ensimmaisetnovellit/ensimmaisetnovellit_0142.wav|Lautamiehen miniällä oli nuppineula rinnassa, mutta kun se heitti sen lattialle, niin se menikin sillan rakoon,|Lautamiehen miniällä oli nuppineula rinnassa, mutta kun se heitti sen lattialle, niin se menikin sillan rakoon,|7.9
ensimmaisetnovellit/ensimmaisetnovellit_0143.wav|eikä sitä löydetty, vaikka mitä olisi tehty. V.|eikä sitä löydetty, vaikka mitä olisi tehty. V.|8.76
ensimmaisetnovellit/ensimmaisetnovellit_0144.wav|Vasta kun kyläläiset olivat lähteneet pois, tuli Pekka pirttiin.|Vasta kun kyläläiset olivat lähteneet pois, tuli Pekka pirttiin.|5.51
ensimmaisetnovellit/ensimmaisetnovellit_0145.wav|Hän ensin vähän silmiään siristi lampun outoa valoa vastaan, mutta riisui sitten vain rauhallisesti nutun päältään ja töppöset jalastaan. --|Hän ensin vähän silmiään siristi lampun outoa valoa vastaan, mutta riisui sitten vain rauhallisesti nutun päältään ja töppöset jalastaan. --|9.85
ensimmaisetnovellit/ensimmaisetnovellit_0146.wav|Mikä se tuolla katon rajassa killuu niin, että silmiä häikäisee? kysyi hän viimein, kun oli saanut sukkansa orrelle asetetuiksi. --|Mikä se tuolla katon rajassa killuu niin, että silmiä häikäisee? kysyi hän viimein, kun oli saanut sukkansa orrelle asetetuiksi. --|9.35
ensimmaisetnovellit/ensimmaisetnovellit_0147.wav|Arvaappas nyt, mikä se on, sanoi isä ja vilkutti äidille ja meille silmää. --En minä häntä arvaa, sanoi Pekka ja läheni lamppua. --|Arvaappas nyt, mikä se on, sanoi isä ja vilkutti äidille ja meille silmää. --En minä häntä arvaa, sanoi Pekka ja läheni lamppua. --|9.99
ensimmaisetnovellit/ensimmaisetnovellit_0148.wav|Ehkä se on kirkon ruunu, ivasi isä. --Jos lienee,|Ehkä se on kirkon ruunu, ivasi isä. --Jos lienee,|5.31
ensimmaisetnovellit/ensimmaisetnovellit_0149.wav|arveli Pekka, mutta oli jo tullut uteliaaksi ja aikoi koetella lamppua. --Ei sitä koetella tarvitse--pitää se uskoa koettelemattakin. --|arveli Pekka, mutta oli jo tullut uteliaaksi ja aikoi koetella lamppua. --Ei sitä koetella tarvitse--pitää se uskoa koettelemattakin. --|9.92
ensimmaisetnovellit/ensimmaisetnovellit_0150.wav|No, no--en minä häntä tahdokaan, sanoi Pekka vähän vapisevalla äänellä ja vetäytyi penkilleen ovensuuseinälle.|No, no--en minä häntä tahdokaan, sanoi Pekka vähän vapisevalla äänellä ja vetäytyi penkilleen ovensuuseinälle.|9.73
ensimmaisetnovellit/ensimmaisetnovellit_0151.wav|Äidin taisi käydä Pekka parkaa vähän sääliksi, koskapahan rupesi selittämään hänelle,|Äidin taisi käydä Pekka parkaa vähän sääliksi, koskapahan rupesi selittämään hänelle,|6.06
ensimmaisetnovellit/ensimmaisetnovellit_0152.wav|ettei se ruunu ole, mutta että sitä sanotaan lampuksi, ja että siinä palaa öljy,|ettei se ruunu ole, mutta että sitä sanotaan lampuksi, ja että siinä palaa öljy,|5.98
ensimmaisetnovellit/ensimmaisetnovellit_0153.wav|eikä nyt enää tarvitse pärettä polttaakaan.|eikä nyt enää tarvitse pärettä polttaakaan.|4.25
ensimmaisetnovellit/ensimmaisetnovellit_0154.wav|Pekka ei kuitenkaan siitä puheesta ymmärtänyt sen enempää, kuin että rupesi tuota päivällä tuomaansa pärepölkkyä kiskottavakseen pienentelemään,|Pekka ei kuitenkaan siitä puheesta ymmärtänyt sen enempää, kuin että rupesi tuota päivällä tuomaansa pärepölkkyä kiskottavakseen pienentelemään,|9.76
ensimmaisetnovellit/ensimmaisetnovellit_0155.wav|mutta isä sanoi hänelle, että »johan minä päivällä sanoin, ettei nyt enää tarvitse päreitä kiskoa». --|mutta isä sanoi hänelle, että johan minä päivällä sanoin, ettei nyt enää tarvitse päreitä kiskoa . --|6.75
ensimmaisetnovellit/ensimmaisetnovellit_0156.wav|Enhän minä häntä enää muistanut, mutta olkoon sitten, koska ei enää tarvitse--ja Pekka pisti pärepuukkonsa seinänrakoon. --|Enhän minä häntä enää muistanut, mutta olkoon sitten, koska ei enää tarvitse--ja Pekka pisti pärepuukkonsa seinänrakoon. --|9.4
ensimmaisetnovellit/ensimmaisetnovellit_0157.wav|Kyllä se nyt siinä ruostumaan joutaa, sanoi isä, mutta Pekka ei enää puhunut mitään.|Kyllä se nyt siinä ruostumaan joutaa, sanoi isä, mutta Pekka ei enää puhunut mitään.|7.25
ensimmaisetnovellit/ensimmaisetnovellit_0158.wav|Vähän ajan perästä hän rupesi kenkiään paikkaamaan. Kurotti orrelta päreen,|Vähän ajan perästä hän rupesi kenkiään paikkaamaan. Kurotti orrelta päreen,|5.93
ensimmaisetnovellit/ensimmaisetnovellit_0159.wav|pisti sen pihtiin ja istui jakkaralleen pankon nurkkaukseen. Me lapset huomasimme sen ennen kuin isä, joka,|pisti sen pihtiin ja istui jakkaralleen pankon nurkkaukseen. Me lapset huomasimme sen ennen kuin isä, joka,|8.37
ensimmaisetnovellit/ensimmaisetnovellit_0160.wav|selin Pekkaan päin, kirvesvarttaan lampun alla veisteli. Emme kuitenkaan mitään virkkaneet,|selin Pekkaan päin, kirvesvarttaan lampun alla veisteli. Emme kuitenkaan mitään virkkaneet,|6.71
ensimmaisetnovellit/ensimmaisetnovellit_0161.wav|mutta nauraa kuhersimme vain keskenämme ja ajattelimme, että »annas, kunhan isä näkee--mitähän sanoo!»|mutta nauraa kuhersimme vain keskenämme ja ajattelimme, että annas, kunhan isä näkee--mitähän sanoo!|6.96
ensimmaisetnovellit/ensimmaisetnovellit_0162.wav|Ja kun isä sen näki, niin hän astui kädet kupeissa Pekan eteen ja kysyi hyvin pilkaten, että »|Ja kun isä sen näki, niin hän astui kädet kupeissa Pekan eteen ja kysyi hyvin pilkaten, että|6.87
ensimmaisetnovellit/ensimmaisetnovellit_0163.wav|mitä sinä siinä nyt niin tarkkaa teet, kun et muiden tulella näe?» --Kenkiänihän minä tässä paikkaan, sanoi Pekka. --|mitä sinä siinä nyt niin tarkkaa teet, kun et muiden tulella näe? --Kenkiänihän minä tässä paikkaan, sanoi Pekka. --|8.59
ensimmaisetnovellit/ensimmaisetnovellit_0164.wav|Vai kenkiäsi sinä paikkaat--mutta jos et näe sitä työtäsi tehdä sillä tulella, jolla minä,|Vai kenkiäsi sinä paikkaat--mutta jos et näe sitä työtäsi tehdä sillä tulella, jolla minä,|6.03
ensimmaisetnovellit/ensimmaisetnovellit_0165.wav|niin mene sitten päreinesi vaikka saunaan tai saunan taakse. Ja Pekka lähti.|niin mene sitten päreinesi vaikka saunaan tai saunan taakse. Ja Pekka lähti.|7.13
ensimmaisetnovellit/ensimmaisetnovellit_0166.wav|Pisti kengät kainaloonsa ja otti jakkaransa toiseen käteen, päreen toiseen.|Pisti kengät kainaloonsa ja otti jakkaransa toiseen käteen, päreen toiseen.|5.85
